1	0.0000418
2	0.000333
3	0.00112
4	0.00263
5	0.0051
10	0.0628
15	0.3168
20	0.9083
25	1.6792
30	2.6351
40	4.4348
50	6.1924
75	10.2936
100	13.7641
150	18.5773
200	21.0442
250	22.4683
298.15	23.3457


