1	0.00131
2	0.00283
3	0.00477
4	0.00732
5	0.0107
10	0.046
15	0.1407
20	0.3616
25	0.7821
30	1.4213
40	3.3667
50	5.7748
75	11.5047
100	15.7741
150	20.5004
200	22.7178
250	24.0157
298.15	24.8959
400	26.1069
500	27.2787
600	28.4505
700	29.6223
800	30.794
900	31.9658

