0.5	0.00602
1	0.0116
2	0.0242
3	0.0395
4	0.0586
5	0.0866
10	0.4853
20	3.661
30	8.4517
40	12.7194
50	15.8574
100	22.5936
150	24.6856
200	25.7734
250	26.3592
298.15	26.7776

