1	0.0006
2	0.0051
3	0.0174
4	0.0445
5	0.092
10	0.7212
15	1.8838
20	3.4312
25	4.7488
30	6.0663
40	8.536
50	10.773
75	15.2723
100	18.2634
150	21.6525
200	23.4522
250	24.3717
298.15	25.0417

