1	0.00167
2	0.00335
3	0.00502
4	0.00711
5	0.0092
10	0.0255
15	0.0565
20	0.1092
25	0.2251
30	0.3983
40	0.9037
50	1.8828
75	5.7321
100	9.9579
150	16.2758
200	19.9577
250	22.2589
298.15	23.3467
400	25.1877
500	26.8194
600	28.1583
700	29.288

